0,133.000000,-200.000000,190.350000,-51.050000
1,133.000000,-200.000000,186.900000,-82.400000
2,133.000000,-200.000000,182.300000,-109.100000
3,124.000000,-200.000000,174.550000,-155.000000
4,124.000000,-200.000000,167.950000,-193.900000
5,124.000000,-200.000000,153.650000,-200.000000
6,124.000000,-200.000000,145.550000,-200.000000
7,124.000000,-200.000000,143.400000,-200.000000
8,124.000000,-200.000000,138.100000,-200.000000
9,124.000000,-200.000000,136.950000,-200.000000
10,124.000000,-200.000000,135.500000,-200.000000
11,122.000000,-200.000000,133.900000,-200.000000
12,122.000000,-200.000000,133.800000,-200.000000
13,117.000000,-200.000000,132.050000,-200.000000
14,117.000000,-200.000000,131.200000,-200.000000
15,117.000000,-200.000000,130.200000,-200.000000
16,117.000000,-200.000000,128.700000,-200.000000
17,117.000000,-200.000000,127.500000,-200.000000
18,117.000000,-200.000000,127.250000,-200.000000
19,117.000000,-200.000000,126.450000,-200.000000
20,117.000000,-200.000000,125.550000,-200.000000
21,117.000000,-200.000000,124.800000,-200.000000
22,117.000000,-200.000000,124.800000,-200.000000
23,117.000000,-200.000000,124.100000,-200.000000
24,117.000000,-200.000000,123.500000,-200.000000
25,116.000000,-200.000000,122.900000,-200.000000
26,116.000000,-200.000000,122.050000,-200.000000
27,116.000000,-200.000000,121.800000,-200.000000
28,116.000000,-200.000000,121.800000,-200.000000
29,116.000000,-200.000000,121.750000,-200.000000
30,116.000000,-200.000000,120.950000,-200.000000
31,116.000000,-200.000000,120.950000,-200.000000
32,116.000000,-200.000000,120.950000,-200.000000
33,116.000000,-200.000000,120.950000,-200.000000
34,116.000000,-200.000000,120.750000,-200.000000
35,115.000000,-200.000000,120.150000,-200.000000
36,115.000000,-200.000000,120.150000,-200.000000
37,115.000000,-200.000000,119.750000,-200.000000
38,115.000000,-200.000000,119.750000,-200.000000
39,115.000000,-200.000000,119.300000,-200.000000
40,115.000000,-200.000000,119.300000,-200.000000
41,115.000000,-200.000000,119.000000,-200.000000
42,115.000000,-200.000000,118.350000,-200.000000
43,115.000000,-200.000000,118.350000,-200.000000
44,115.000000,-200.000000,118.350000,-200.000000
45,115.000000,-200.000000,118.050000,-200.000000
46,115.000000,-200.000000,118.050000,-200.000000
47,115.000000,-200.000000,117.700000,-200.000000
48,115.000000,-200.000000,117.700000,-200.000000
49,115.000000,-200.000000,117.700000,-200.000000
50,115.000000,-200.000000,117.400000,-200.000000
51,115.000000,-200.000000,117.100000,-200.000000
52,115.000000,-200.000000,116.750000,-200.000000
53,115.000000,-200.000000,116.450000,-200.000000
54,115.000000,-200.000000,116.150000,-200.000000
55,115.000000,-200.000000,116.150000,-200.000000
56,115.000000,-200.000000,116.150000,-200.000000
57,115.000000,-200.000000,115.950000,-200.000000
58,115.000000,-200.000000,115.950000,-200.000000
59,115.000000,-200.000000,115.950000,-200.000000
60,115.000000,-200.000000,115.950000,-200.000000
61,115.000000,-200.000000,115.950000,-200.000000
62,115.000000,-200.000000,115.750000,-200.000000
63,115.000000,-200.000000,115.650000,-200.000000
64,115.000000,-200.000000,115.500000,-200.000000
65,115.000000,-200.000000,115.450000,-200.000000
66,115.000000,-200.000000,115.450000,-200.000000
67,115.000000,-200.000000,115.450000,-200.000000
68,115.000000,-200.000000,115.450000,-200.000000
69,115.000000,-200.000000,115.450000,-200.000000
70,115.000000,-200.000000,115.400000,-200.000000
71,115.000000,-200.000000,115.350000,-200.000000
72,115.000000,-200.000000,115.350000,-200.000000
73,115.000000,-200.000000,115.300000,-200.000000
74,114.000000,-200.000000,115.200000,-200.000000
75,114.000000,-200.000000,115.150000,-200.000000
76,114.000000,-200.000000,115.150000,-200.000000
77,114.000000,-200.000000,115.100000,-200.000000
78,114.000000,-200.000000,115.050000,-200.000000
79,114.000000,-200.000000,115.000000,-200.000000
80,114.000000,-200.000000,115.000000,-200.000000
81,114.000000,-200.000000,114.950000,-200.000000
82,114.000000,-200.000000,114.950000,-200.000000
83,114.000000,-200.000000,114.950000,-200.000000
84,114.000000,-200.000000,114.950000,-200.000000
85,114.000000,-200.000000,114.900000,-200.000000
86,114.000000,-200.000000,114.850000,-200.000000
87,114.000000,-200.000000,114.850000,-200.000000
88,114.000000,-200.000000,114.850000,-200.000000
89,114.000000,-200.000000,114.850000,-200.000000
90,114.000000,-200.000000,114.850000,-200.000000
91,114.000000,-200.000000,114.850000,-200.000000
92,114.000000,-200.000000,114.850000,-200.000000
93,114.000000,-200.000000,114.800000,-200.000000
94,114.000000,-200.000000,114.800000,-200.000000
95,114.000000,-200.000000,114.800000,-200.000000
96,114.000000,-200.000000,114.800000,-200.000000
97,114.000000,-200.000000,114.800000,-200.000000
98,114.000000,-200.000000,114.800000,-200.000000
99,114.000000,-200.000000,114.800000,-200.000000
